P,T,W,M,condition_id
150,30,600,630,P150_T30_W600
150,30,800,830,P150_T30_W800
150,30,1000,1030,P150_T30_W1000
150,30,1200,1230,P150_T30_W1200
150,30,1500,1530,P150_T30_W1500
150,50,200,250,P150_T50_W200
150,50,300,350,P150_T50_W300
150,50,400,450,P150_T50_W400
150,50,500,550,P150_T50_W500
150,50,600,650,P150_T50_W600
150,50,800,850,P150_T50_W800
150,50,1000,1050,P150_T50_W1000
150,50,1200,1250,P150_T50_W1200
150,50,1500,1550,P150_T50_W1500
150,80,200,280,P150_T80_W200
150,80,300,380,P150_T80_W300
150,80,400,480,P150_T80_W400
150,80,500,580,P150_T80_W500
150,80,600,680,P150_T80_W600
150,80,800,880,P150_T80_W800
150,80,1000,1080,P150_T80_W1000
150,80,1200,1280,P150_T80_W1200
150,80,1500,1580,P150_T80_W1500
150,100,200,300,P150_T100_W200
150,100,300,400,P150_T100_W300
150,100,400,500,P150_T100_W400
150,100,500,600,P150_T100_W500
150,100,600,700,P150_T100_W600
150,100,800,900,P150_T100_W800
150,100,1000,1100,P150_T100_W1000
150,100,1200,1300,P150_T100_W1200
150,100,1500,1600,P150_T100_W1500
150,150,200,350,P150_T150_W200
150,150,300,450,P150_T150_W300
150,150,400,550,P150_T150_W400
150,150,500,650,P150_T150_W500
150,150,600,750,P150_T150_W600
150,150,800,950,P150_T150_W800
150,150,1000,1150,P150_T150_W1000
150,150,1200,1350,P150_T150_W1200
150,150,1500,1650,P150_T150_W1500
150,200,200,400,P150_T200_W200
150,200,300,500,P150_T200_W300
150,200,400,600,P150_T200_W400
150,200,500,700,P150_T200_W500
150,200,600,800,P150_T200_W600
150,200,800,1000,P150_T200_W800
150,200,1000,1200,P150_T200_W1000
150,200,1200,1400,P150_T200_W1200
150,200,1500,1700,P150_T200_W1500
150,280,200,480,P150_T280_W200
150,280,300,580,P150_T280_W300
150,280,400,680,P150_T280_W400
150,280,500,780,P150_T280_W500
150,280,600,880,P150_T280_W600
150,280,800,1080,P150_T280_W800
150,280,1000,1280,P150_T280_W1000
150,280,1200,1480,P150_T280_W1200
150,280,1500,1780,P150_T280_W1500
150,350,200,550,P150_T350_W200
150,350,300,650,P150_T350_W300
150,350,400,750,P150_T350_W400
150,350,500,850,P150_T350_W500
150,350,600,950,P150_T350_W600
150,350,800,1150,P150_T350_W800
150,350,1000,1350,P150_T350_W1000
150,350,1200,1550,P150_T350_W1200
150,350,1500,1850,P150_T350_W1500
150,420,200,620,P150_T420_W200
150,420,300,720,P150_T420_W300
150,420,400,820,P150_T420_W400
150,420,500,920,P150_T420_W500
150,420,600,1020,P150_T420_W600
150,420,800,1220,P150_T420_W800
150,420,1000,1420,P150_T420_W1000
150,420,1200,1620,P150_T420_W1200
150,420,1500,1920,P150_T420_W1500
150,500,200,700,P150_T500_W200
150,500,300,800,P150_T500_W300
150,500,400,900,P150_T500_W400
150,500,500,1000,P150_T500_W500
150,500,600,1100,P150_T500_W600
150,500,800,1300,P150_T500_W800
150,500,1000,1500,P150_T500_W1000
150,500,1200,1700,P150_T500_W1200
150,500,1500,2000,P150_T500_W1500
150,600,200,800,P150_T600_W200
150,600,300,900,P150_T600_W300
150,600,400,1000,P150_T600_W400
150,600,500,1100,P150_T600_W500
150,600,600,1200,P150_T600_W600
150,600,800,1400,P150_T600_W800
150,600,1000,1600,P150_T600_W1000
150,600,1200,1800,P150_T600_W1200
150,600,1500,2100,P150_T600_W1500
